Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), password)",Chrome 123.0.0.0,,,26-03-2024 09:08:46,26-03-2024 09:08:47,0.743s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 123.0.0.0,,,26-03-2024 09:08:47,26-03-2024 09:08:47,0.436s,PASSED
waitForAlert(3),Chrome 123.0.0.0,,,26-03-2024 09:08:47,26-03-2024 09:08:50,3.107s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,26-03-2024 09:08:50,26-03-2024 09:08:51,0.219s,PASSED
,,,,,,,
Test Cases/Login_TC,Chrome 123.0.0.0,,,26-03-2024 09:08:51,26-03-2024 09:09:01,10.530s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,26-03-2024 09:08:51,26-03-2024 09:08:52,1.470s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 123.0.0.0,,,26-03-2024 09:08:52,26-03-2024 09:08:54,1.613s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), username)",Chrome 123.0.0.0,,,26-03-2024 09:08:54,26-03-2024 09:08:57,2.954s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), password)",Chrome 123.0.0.0,,,26-03-2024 09:08:57,26-03-2024 09:08:57,0.770s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 123.0.0.0,,,26-03-2024 09:08:57,26-03-2024 09:08:58,0.387s,PASSED
waitForAlert(3),Chrome 123.0.0.0,,,26-03-2024 09:08:58,26-03-2024 09:09:01,3.079s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,26-03-2024 09:09:01,26-03-2024 09:09:01,0.236s,PASSED
,,,,,,,
Test Cases/Login_TC,Chrome 123.0.0.0,,,26-03-2024 09:09:01,26-03-2024 09:09:12,10.471s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,26-03-2024 09:09:01,26-03-2024 09:09:03,1.458s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 123.0.0.0,,,26-03-2024 09:09:03,26-03-2024 09:09:04,1.598s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), username)",Chrome 123.0.0.0,,,26-03-2024 09:09:04,26-03-2024 09:09:07,2.874s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), password)",Chrome 123.0.0.0,,,26-03-2024 09:09:07,26-03-2024 09:09:08,0.791s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 123.0.0.0,,,26-03-2024 09:09:08,26-03-2024 09:09:08,0.398s,PASSED
waitForAlert(3),Chrome 123.0.0.0,,,26-03-2024 09:09:08,26-03-2024 09:09:11,3.082s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,26-03-2024 09:09:11,26-03-2024 09:09:12,0.247s,PASSED
,,,,,,,
Test Cases/Login_TC,Chrome 123.0.0.0,,,26-03-2024 09:09:12,26-03-2024 09:09:22,10.718s,PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,26-03-2024 09:09:12,26-03-2024 09:09:13,1.488s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 123.0.0.0,,,26-03-2024 09:09:13,26-03-2024 09:09:15,1.668s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_user-name""), username)",Chrome 123.0.0.0,,,26-03-2024 09:09:15,26-03-2024 09:09:18,3.075s,PASSED
"setText(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_password""), password)",Chrome 123.0.0.0,,,26-03-2024 09:09:18,26-03-2024 09:09:19,0.725s,PASSED
"click(findTestObject(""Object Repository/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 123.0.0.0,,,26-03-2024 09:09:19,26-03-2024 09:09:19,0.431s,PASSED
waitForAlert(3),Chrome 123.0.0.0,,,26-03-2024 09:09:19,26-03-2024 09:09:22,3.104s,PASSED
closeBrowser(),Chrome 123.0.0.0,,,26-03-2024 09:09:22,26-03-2024 09:09:22,0.205s,PASSED
